id,track_id,title,album_name,album_id,filename,filepath,description,seo_keywords,prompt,tags,cover_prompt,seed,created_at
37,37,AUTOMOTIVO V3,FAVELA 2077,7,AUTOMOTIVO V3.wav,music/FAVELA 2077/AUTOMOTIVO V3.wav,The bass is the melody. Extremely distorted kicks that rattle phone speakers.,bass boosted funk|automotivo edit|speaker test music|distortion bass|brazilian beat|favela rave|loud funk|car shake audio|aggressive rhythm|viral funk dance|montagem beat|heavy kick|party banger|street dance music|raw energy,"130 BPM, D minor, brazilian funk automotivo instrumental, vibe: aggressive distortion; instruments: metallic percussion loops, extremely distorted square-wave kicks, laser zaps, repetitive vocal chops (rhythmic/percussive only); groove: syncopated and jerky; arrangement: [Intro]->[Build]->[Distorted Drop]->[Rhythm Switch]->[Drop]; production notes: clipping master, aggressive limiter, lo-fi sample texture, wall of bass. Audio warfare.",Funk|Bass|Aggressive,"Single-subject cinematic cutout: Cyber-Baddie (Female), pose: squatting on top of a massive subwoofer, checking her phone. Body details: wearing Brazilian soccer jersey cropped, neon visor, cybernetic legs. Environment: A street party with lasers. Atmosphere: confetti, smoke, vibration blur. Lighting: Brazil Green + Yellow. Camera: Low angle, wide lens. Mood: cool, unbothered.",ALB7_T01_SEED19283,2025-12-22 08:22:47.223+00
43,43,CHECKMATE,GILDED CAGE,8,CHECKMATE.wav,music/GILDED CAGE/CHECKMATE.wav,"Calculated, minimal, and icy. For strategy and 'mastermind' moments.",piano drill beat|strategy music|chess game audio|mastermind vibe|smart character edit|sherlock vibe music|minimal drill|cold piano beat|thinking music intense|plot twist audio|mystery drill|dark piano loop|viral logic puzzle|deep bass minimal|focus drill,"138 BPM, A minor, minimal piano drill instrumental, vibe: calculated move; instruments: dark grand piano low octaves, ticking clock percussion, sparse 808s, breathless flute; groove: spacious and tense; arrangement: [Intro]->[Piano Loop]->[Drop]->[Silence]->[Drop]; production notes: very dynamic, lots of silence/pauses for effect, cold piano tone. The sound of winning.",Piano|Minimal|Smart,"Single-subject cinematic cutout: Chess Master Android, pose: moving a piece on a holographic board. Body details: brain visible through glass dome cranium. Environment: A void with floating chess pieces. Atmosphere: cold, logical, static. Lighting: Ice Blue + Void Black. Camera: Top-down view. Mood: intelligent, cold.",ALB13_T04_SEED45464,2025-12-22 08:22:47.223+00
45,45,OPERA NOSTRA,GILDED CAGE,8,OPERA NOSTRA.wav,music/GILDED CAGE/OPERA NOSTRA.wav,A soprano singer hitting high notes over a devastating bassline. Mafioso energy.,opera trap beat|soprano vocal drill|mafia boss music|godfather vibe trap|italian drill|epic vocal beat|cinematic choir trap|gangster classical|mob wife aesthetic|luxury crime music|dramatic entrance|heavy bass opera|viral opera sound|scary choir|intense beat,"144 BPM, D minor, operatic drill instrumental, vibe: mob boss; instruments: soprano opera vocal (non-lyrical vocalise), brass swells, drill 808s, sliding counter-melodies; groove: heavy and stomping; arrangement: [Intro]->[Vocal Solo]->[Heavy Drop]->[Brass]->[Drop]; production notes: vocals should be haunting and reverberant, drums punchy and dry, bass distorted. Pure power.",Opera|Mob|Epic,"Single-subject cinematic cutout: Robot Diva, pose: singing (mouth open), shattering glass floating around her. Body details: chrome dress, speaker-grill throat. Environment: A grand theater balcony. Atmosphere: broken glass, soundwaves (visualized). Lighting: Spotlight Blue + Velvet Red. Camera: Close up. Mood: powerful, shattering.",ALB13_T03_SEED34353,2025-12-22 08:22:47.223+00
48,48,VIVALDI_S VENDETTA,GILDED CAGE,8,VIVALDI_S VENDETTA.wav,music/GILDED CAGE/VIVALDI_S VENDETTA.wav,The Four Seasons reinterpreted as four drops. Spring's melody becomes winter's revenge.,vivaldi remix trap|four seasons drill|classical vengeance beat|violin drill heavy|season trap|baroque revenge|italian drill|cultured violence|orchestra bass|dramatic classical trap,"140 BPM, E minor, orchestral drill instrumental, vibe: seasonal retribution; instruments: vivaldi-style string section (Spring motif), heavy bass slides, trap snares, thunder samples; groove: aggressive drill rhythm with classical countermelodies; arrangement: [Spring]->[Storm Build]->[Winter Drop]->[Summer Bridge]->[Autumn Drop]; production notes: seamless blend of live strings and 808s, dramatic crescendos.",Classical|Drill|Orchestral,"Single-subject cinematic cutout: Cyber-Violinist, pose: playing violin aggressively, bow breaking. Body details: period costume over robotic frame, angry expression. Environment: A destroyed concert hall. Atmosphere: broken instruments, floating sheet music, chaos. Lighting: Stage Red + Classical Gold. Camera: Dynamic angle. Mood: vengeful, intense.",ORPHAN_VIVALDI_S VENDETTA,2025-12-22 08:22:47.223+00
49,49,BED SQUEAK ANTHEM,JERSEY OVERDRIVE,9,BED SQUEAK ANTHEM.wav,music/JERSEY OVERDRIVE/BED SQUEAK ANTHEM.wav,The classic sample used aggressively. Impossible not to bounce to.,classic jersey club|bed squeak sample beat|bouncy dance beat|viral tiktok audio|party starter|jersey kick pattern|fun dance music|upbeat club|dance tutorial music|rhythm game music|catchy loop|hype music|viral trend sound|fast beat|energetic vibe,"140 BPM, F major, jersey club instrumental, vibe: pure bounce; instruments: jersey kick pattern (triplets), bed squeak sample, chopped vocal loops (non-lyrical), bright synth stabs; groove: infectious bounce; arrangement: [Intro]->[Build]->[Jersey Drop]->[Break]->[Drop]; production notes: punchy kick, repetitive hooks, bright and loud mix, classic jersey vibe updated.",Jersey Club|Bounce|Fun,"Single-subject cinematic cutout: Cyber-Kid Dancer, pose: mid-jump, pointing at shoes. Body details: glowing sneakers, oversized streetwear. Environment: An arcade dance machine (DDR style). Atmosphere: flashing lights, confetti. Lighting: Arcade RGB + Neon Pink. Camera: Low angle. Mood: energetic, fun.",ALB23_T01_SEED78901,2025-12-22 08:22:47.223+00
51,51,GAME OVER,JERSEY OVERDRIVE,9,GAME OVER.wav,music/JERSEY OVERDRIVE/GAME OVER.wav,8-bit sounds mixed with club beats. Nostalgia meets the dancefloor.,8bit jersey club|chiptune dance|video game remix vibe|gamer dance music|retro futuristic beat|arcade club music|pixel art sound|fast gaming music|mario coin sound beat|funky chiptune|glitch jersey|viral gamer trend|bouncy 8bit|happy beat|nostalgic club,"145 BPM, E major, chiptune jersey club instrumental, vibe: arcade rush; instruments: 8-bit square waves, coin sounds, jersey kick, arpeggiated leads; groove: fast and pixelated; arrangement: [Intro]->[Chip Melody]->[Drop]->[Bonus Stage]->[Drop]; production notes: distinct separation between 8-bit sounds and modern drums, bright and colorful.",Chiptune|Gaming|Happy,"Single-subject cinematic cutout: Retro Arcade Hero (Pixelated 3D), pose: jumping over a barrel, dancing. Body details: blocky geometry, glowing voxels. Environment: A neon grid landscape. Atmosphere: floating power-ups, digital stars. Lighting: Pixel RGB. Camera: Isometric view. Mood: nostalgic, energetic.",ALB23_T05_SEED12345,2025-12-22 08:22:47.223+00
55,55,METEOR SMASH,JUSTICE FORCE,10,METEOR SMASH.wav,music/JUSTICE FORCE/METEOR SMASH.wav,"Heavy, impactful hits mixed with speed. The finishing move.",finishing move music|impact metal|heavy hit beat|anime punch music|superhero fight music|ultimate attack audio|explosive metal|destruction beat|boss finisher|high stakes action|adrenaline metal|viral fight clip|loud guitar|aggressive drums|epic drop,"160 BPM, D minor, heavy power metal instrumental, vibe: ultimate attack; instruments: down-tuned rhythm guitars, impact foley (explosions), screaming lead guitar, thunderous drums; groove: punchy and aggressive; arrangement: [Intro]->[Charge]->[IMPACT]->[Aftermath]->[Outro]; production notes: emphasize the 'hits' on the downbeat, explosive sound design, heroic but heavy.",Heavy|Action|Hero,"Single-subject cinematic cutout: Giant Mecha Fist, pose: punching through a monster (monster blurred). Body details: chrome knuckles, rocket thrusters. Environment: A city street. Atmosphere: shockwave, flying debris. Lighting: Impact White + Fire Orange. Camera: Action freeze. Mood: powerful, destructive.",ALB33_T02_SEED45454,2025-12-22 08:22:47.223+00
61,61,CURSE OF RA,KINGS OF NILE,11,CURSE OF RA.wav,music/KINGS OF NILE/CURSE OF RA.wav,A menacing Oud intro dropping into a earth-shaking beat. Punishment for the unworthy.,curse type beat|menacing egyptian music|oud trap instrumental|dark middle eastern|punishment theme|villain entrance music|heavy drop trap|ancient mystery beat|tomb raider vibe|scary desert music|viral villain sound|intense bass|historic trap|cinematic dark|mythology beat,"140 BPM, C# phrygian, egyptian trap instrumental, vibe: ancient curse; instruments: electric Oud solo, massive brass braams, rattling trap hi-hats, distorted 808s; groove: half-time heavy; arrangement: [Intro]->[Oud Solo]->[Drop]->[Chant]->[Drop]; production notes: heavy reverb on the Oud, wide stereo brass, menacing atmosphere, deep sub-bass resonance.",Trap|Egyptian|Dark,"Single-subject cinematic cutout: Undead Pharaoh, pose: commanding a swarm of nanotech scarabs. Body details: mummified skin, cybernetic gold mask, glowing green eyes. Environment: Inside a dark tomb illuminated by hieroglyphs. Atmosphere: swirling dust, glowing bugs. Lighting: Scarab Green + Gold. Camera: Low angle. Mood: terrifying, regal.",ALB22_T01_SEED12345,2025-12-22 08:22:47.223+00
63,63,GOLDEN SANDS,KINGS OF NILE,11,GOLDEN SANDS.wav,music/KINGS OF NILE/GOLDEN SANDS.wav,"Luxurious, rolling, and hypnotic. The sound of driving a hypercar through Dubai.",luxury trap beat|dubai drift music|gold aesthetic audio|rich lifestyle music|desert drive beat|arabic melody trap|wealth vibe|expensive taste music|rolling bass trap|exotic car edit|clean production|viral rich kid sound|hypnotic flute|smooth 808|summer desert,"130 BPM, G minor, arabic trap instrumental, vibe: endless wealth; instruments: Ney flute, crisp finger snaps, rolling 808 bass, kanun harp runs; groove: bouncy and rolling; arrangement: [Intro]->[Flute]->[Drop]->[Kanun]->[Drop]; production notes: pristine high-end, warm bass, feeling of hot wind and gold, clean mix.",Luxury|Chill|Vibe,"Single-subject cinematic cutout: Cyber-Cleopatra, pose: reclining on a hover-barge, holding a goblet of neon liquid. Body details: liquid gold skin, fiber-optic wig. Environment: A futuristic oasis with neon palm trees. Atmosphere: heat haze, water reflections. Lighting: Sunset Orange + Turquoise. Camera: Wide cinematic. Mood: expensive, relaxed.",ALB22_T02_SEED23456,2025-12-22 08:22:47.223+00
66,66,WALK LIKE A GOD,KINGS OF NILE,11,WALK LIKE A GOD.wav,music/KINGS OF NILE/WALK LIKE A GOD.wav,Stomping rhythm with heavy brass. For confidence and power walks.,god complex music|confidence boost audio|power walk beat|stomping trap|egyptian march|heavy brass beat|gym ego lift|royal trap|boss walk|model walk music|dominant vibe|viral attitude clip|loud bass|epic trap|anthem,"110 BPM, F harmonic minor, cinematic trap instrumental, vibe: divine power; instruments: orchestral hits, massive horn section, marching snare, distorted kick; groove: stomping four-on-the-floor intro into trap; arrangement: [Intro]->[March]->[Drop]->[Brass]->[Outro]; production notes: huge scale, stadium reverb, aggressive compression, feeling of invincibility.",Power|Stomp|Brass,"Single-subject cinematic cutout: High Priest Cyborg, pose: walking forward, staff slamming the ground creating shockwaves. Body details: tall headdress, white and gold armor. Environment: A massive temple corridor. Atmosphere: dust rising from footsteps, light beams. Lighting: Divine White + Gold. Camera: Tracking shot (dolly back). Mood: unstoppable, arrogant.",ALB22_T03_SEED34567,2025-12-22 08:22:47.223+00
67,67,DARK RATTLE,LOG DRUM CARTEL,12,DARK RATTLE.wav,music/LOG DRUM CARTEL/DARK RATTLE.wav,"Pure percussion and bass. No melody, just rhythm. For hardcore dancers.",hard amapiano|percussion only beat|drum focus music|dance battle audio|rhythm challenge|dark drum beat|intense afro beat|minimalist dance|bass and drums|raw amapiano|underground vibe|footwork music|viral percussion|aggressive log drum|club tool,"114 BPM, B minor, hard percussion amapiano instrumental, vibe: hypnotic trance; instruments: heavy log drum, woodblocks, shakers, congas, no melody instruments; groove: complex and layered; arrangement: [Intro]->[Layering]->[Full Groove]->[Strip Back]->[Full Groove]; production notes: dry mix, focus entirely on the interaction between bass and percussion. A DJ tool for the floor.",Drums|Hard|Minimal,"Single-subject cinematic cutout: Drum Machine Deity, pose: multiple arms hitting floating drums. Body details: obsidian skin, glowing red symbols. Environment: A black void. Atmosphere: floating drum sticks, vibration waves. Lighting: Red Rim Light. Camera: Symmetrical. Mood: intense, rhythmic.",ALB14_T06_SEED23242,2025-12-22 08:22:47.223+00
54,54,WATER DROP,JERSEY OVERDRIVE,9,WATER DROP.wav,music/JERSEY OVERDRIVE/WATER DROP.wav,"Liquid sounds and droplet samples. Smooth, bubbly, and fast.",water sound jersey club|bubble beat|liquid dance music|smooth jersey|clean aesthetic music|refreshing beat|pool party music|fast chill music|droplet percussion|aquatic vibe|creative dance beat|viral water sound|bubbly bass|unique rhythm|glassy synth,"138 BPM, B major, liquid jersey club instrumental, vibe: aquatic flow; instruments: water droplet samples, bubble pop percussion, smooth sine bass, glassy pads; groove: flowing bounce; arrangement: [Intro]->[Bubble]->[Drop]->[Flow]->[Drop]; production notes: use water sounds as the main percussion kit, bright and airy mix, refreshing feel.",Liquid|Smooth|Creative,"Single-subject cinematic cutout: Hydro-Dancer, pose: dancing inside a giant water bubble. Body details: swimsuit, goggles, bubbles coming from mouth. Environment: A futuristic pool deck. Atmosphere: splashing water, sunlight refraction. Lighting: Pool Blue + Sun White. Camera: Underwater split shot. Mood: refreshing, playful.",ALB23_T03_SEED90123,2025-12-22 08:22:47.223+00
57,57,TEAM ATTACK,JUSTICE FORCE,10,TEAM ATTACK.wav,music/JUSTICE FORCE/TEAM ATTACK.wav,Syncopated hits and trading solos. The whole squad joins in.,teamwork music|squad goals audio|syncopated metal|trading solos|combo attack music|united we stand beat|group fight music|anime friendship power|complex metal rhythm|energetic ensemble|multiplayer gaming music|viral squad edit|tight rhythm|fun metal|dynamic beat,"170 BPM, G major, progressive power metal instrumental, vibe: friendship power; instruments: trading solos (synth vs guitar), unison rhythmic hits, busy bassline, energetic drums; groove: tight and syncopated; arrangement: [Intro]->[Solo Trade]->[Unison]->[Break]->[Climax]; production notes: clear separation of instruments to represent different 'characters', very tight timing.",Progressive|Fun|Team,"Single-subject cinematic cutout: Leader Robot, pose: pointing forward, flanked by 4 silhouettes of teammates. Body details: shining armor, cape. Environment: A battlefield at dawn. Atmosphere: lens flare, rallying cry. Lighting: Dawn Gold + Team Colors. Camera: Low angle group shot. Mood: united, strong.",ALB33_T04_SEED67676,2025-12-22 08:22:47.223+00
60,60,VILLAIN ARC (REJECTED),JUSTICE FORCE,10,VILLAIN ARC (REJECTED).wav,music/JUSTICE FORCE/VILLAIN ARC (REJECTED).wav,A momentary shift to minor key and heavy distortion. The hero doubts themself.,dark hero music|anime betrayal beat|moment of doubt|heavy metal darker|shadow side music|inner demon beat|edgy anime music|grit metal|anti hero theme|struggle music|dark power|viral edgy sound|distorted guitar|moody metal|intense vibe,"150 BPM, C# minor, heavy metal instrumental, vibe: inner darkness; instruments: chugging rhythm guitars, dissonant leads, double bass drum, atmospheric choir; groove: heavy and brooding; arrangement: [Intro]->[Chug]->[Dark Solo]->[Breakdown]->[Outro]; production notes: darker tone, less high end, more distortion, emotional tension.",Dark|Heavy|Moody,"Single-subject cinematic cutout: Corrupted Hero, pose: looking at hands which are turning black/shadowy. Body details: cracked visor, purple energy leaking. Environment: A rain-drenched alley. Atmosphere: rain, despair. Lighting: Shadow + Corrupt Purple. Camera: High angle looking down. Mood: conflicted, dark.",ALB33_T05_SEED78787,2025-12-22 08:22:47.223+00
73,73,GOLDEN BRIDE,MAHARAJA TRAP,13,GOLDEN BRIDE.wav,music/MAHARAJA TRAP/GOLDEN BRIDE.wav,The ultimate wedding transition track. Shehnai (wedding oboe) and orchestral swells.,indian wedding entrance|shehnai trap remix|bridal entry music|wedding transition audio|royal wedding vibe|emotional indian beat|cinematic wedding|jewelry reveal music|makeup transition desi|grand orchestral indian|celebration trap|viral wedding sound|beautiful beat|uplifting melody|gold vibe,"120 BPM, G major, cinematic wedding trap instrumental, vibe: grand celebration; instruments: Shehnai lead, orchestral strings, dholak rhythm, booming kicks; groove: celebratory and emotional; arrangement: [Intro]->[Shehnai]->[Grand Drop]->[Strings]->[Outro]; production notes: huge sense of scale, bright and festive, emotional swelling chords. Perfect for the 'reveal' moment.",Wedding|Emotional|Cinematic,"Single-subject cinematic cutout: Cyber-Bride, pose: adjusting a heavy gold necklace, looking in a mirror. Body details: henna tattoos that are glowing circuits, intricate red lehenga. Environment: A palace dressing room. Atmosphere: floating gold dust, soft light. Lighting: Gold + Red. Camera: Intimate portrait. Mood: beautiful, nervous.",ALB16_T04_SEED46802,2025-12-22 08:22:47.223+00
79,79,Acid Rain Dance,MAIN FRAME MELTDOWN,14,Acid Rain Dance.wav,music/MAIN FRAME MELTDOWN/Acid Rain Dance.wav,Melting the dancefloor with 303 squelches. Pure hypnotic energy.,acid techno|303 bass|rave music|psychedelic techno|trippy visuals audio|looping background|dance party|festival vibes|hypnotic beat|old school rave|hard dance|energetic techno|club banger|laser show music|trance influence,"138 BPM, F# minor, acid techno instrumental, vibe: hypnotic state; instruments: squelching TB-303 bassline, 909 drum kit, crisp open hats, distant vocal pads; groove: four-on-the-floor, rolling, repetitive; arrangement: [Intro]->[Acid Modulate]->[Peak Drop]->[Strip Back]->[Outro]; production notes: heavy resonance manipulation on the 303, reverb washes, constant forward motion. Perfect for infinite loop visuals.",Acid Techno|Rave,"Single-subject cinematic cutout: Hot Cyber-Raver Girl. Pose: Dancing ecstatically with arms raised. Outfit: Translucent plastic rain jacket over neon bikini, chunky platform boots. Environment: Outdoors in a heavy downpour at a festival. Atmosphere: Raindrops illuminated by lasers, steam rising from body. Lighting: Acid green lasers, magenta ambient glow. Mood: Euphoric, wild, wet.",ALB2_T01_SEED74829,2025-12-22 08:22:47.223+00
85,85,AFTERGLOW,MAIN STAGE TITAN,15,AFTERGLOW.wav,music/MAIN STAGE TITAN/AFTERGLOW.wav,"Progressive House. Emotional, melodic, for the end of the night.",progressive house|festival ending song|emotional edm|sunrise music|best friends vibe|nostalgic festival|melodic house|cinematic edm|travel recap|beautiful drop|hopeful beat|avicii style vibe|viral emotional edm|uplifting melody|feel good audio,"128 BPM, E major, progressive house instrumental, vibe: euphoric sunrise; instruments: acoustic guitar intro into synth lead, piano chords, driving kick, white noise sweeps; groove: steady and uplifting; arrangement: [Intro]->[Guitar]->[Build]->[Anthem Drop]->[Outro]; production notes: organic instruments mixed with synths, warm sound, emotional melody focus, huge dynamic build. The hug your friends track.",Progressive|Emotional|Summer,"Single-subject cinematic cutout: Holographic Angel, pose: sitting on a cloud railing overlooking a festival. Body details: translucent wings, glowing halo. Environment: Festival grounds at sunrise (empty but littered with confetti). Atmosphere: morning mist, golden light. Lighting: Sunrise Gold + Soft Pink. Camera: Wide and peaceful. Mood: nostalgic, happy.",ALB6_T05_SEED85285,2025-12-22 08:22:47.223+00
87,87,CROWD CONTROL,MAIN STAGE TITAN,15,CROWD CONTROL.wav,music/MAIN STAGE TITAN/CROWD CONTROL.wav,"The DJ commands the crowd to sit down, then jump. Massive energy.",big room drop|jump music|hype buildup|festival banger|party starter|edm jump|crowd interaction|massive synth|stadium beat|energy boost|rave anthem|summer party|viral jump trend|loud drop|electronic dance,"128 BPM, F minor, big room house instrumental, vibe: mass hypnosis; instruments: massive detuned saw lead, tonal woodblock percussion, thunderous kick; groove: build-up and release; arrangement: [Intro]->[Long Build]->[DROP]->[Break]->[DROP]; production notes: huge reverb on the break, dry punchy drop, minimal elements maximum volume. Designed for jumping.",Big Room|Festival|Hype,"Single-subject cinematic cutout: DJ Cyborg, pose: one hand on headphones, one hand pointing to the sky. Body details: chrome skin, wearing a futuristic varsity jacket. Environment: Top of a massive DJ booth with CO2 cannons firing. Atmosphere: CO2 fog, lasers. Lighting: Spotlight White + Laser Blue. Camera: Hero shot from below. Mood: commanding, hype.",ALB6_T01_SEED12312,2025-12-22 08:22:47.223+00
99,99,DIGITAL HALLUCINATION,MANIC CIRCUS,17,DIGITAL HALLUCINATION.wav,music/MANIC CIRCUS/DIGITAL HALLUCINATION.wav,"Breakcore meets carnival music. Fast, complex, and overwhelming.",circus breakcore|glitchy fast music|anime fight glitch|digital madness|breakbeat chaos|complex drum edit|visual overload audio|acid circus|fast tempo gaming|speed run chaos|manic episode music|viral glitch edit|intense drums|colorful beat|hyperpop influence,"175 BPM, A minor, breakcore circus instrumental, vibe: information overload; instruments: amen break (chopped/screwed), circus accordion, glitch stutters, chiptune leads; groove: frantic and broken; arrangement: [Intro]->[Chaos]->[Melody]->[Glitchout]->[End]; production notes: extreme drum editing, rapid panning, colorful synth textures, feeling of a game crashing.",Breakcore|Glitch|Chaos,"Single-subject cinematic cutout: AI Ringmaster, pose: tipping a top hat that is leaking pixels. Body details: tuxedo made of TV static, multiple eyes. Environment: A void filled with floating playing cards. Atmosphere: digital wind, pixel dust. Lighting: Glitch RGB + Void Black. Camera: Tilted angle. Mood: surreal, intense.",ALB17_T02_SEED80246,2025-12-22 08:22:47.223+00
103,103,CHROME JUNGLE,NEO-PERREO,18,CHROME JUNGLE.wav,music/NEO-PERREO/CHROME JUNGLE.wav,Tribal sounds meets sci-fi city. Flutes and birds vs. synthesizers.,tropical futuristic|sci fi jungle music|latin trap hybrid|flute reggaeton|exotic beat|unique latin instrumental|nature vs tech|summer vibe futuristic|beach party night|melodic reggaeton|catchy flute|island vibe cyber|viral summer sound|fresh beat|bouncy bass,"95 BPM, D minor, tropical future bass instrumental, vibe: concrete jungle; instruments: synthesized pan flute, metallic bird calls, steel drum synths, heavy dembow kick; groove: tropical but cold; arrangement: [Intro]->[Flute]->[Drop]->[Bird Break]->[Drop]; production notes: fusion of organic samples and cold digital synthesis, bright mix, catchy melody. Weird but danceable.",Tropical|Future|Vibe,"Single-subject cinematic cutout: Cyber-Parrot (Robot Bird), pose: perched on a dancer's shoulder. Body details: metallic feathers, camera lens eyes. Environment: A neon-lit palm tree grove. Atmosphere: humidity, neon reflection on leaves. Lighting: Palm Green + Neon Pink. Camera: Close up. Mood: exotic, artificial.",ALB12_T05_SEED87889,2025-12-22 08:22:47.223+00
108,108,UNDERGROUND HEAT,NEO-PERREO,18,UNDERGROUND HEAT.wav,music/NEO-PERREO/UNDERGROUND HEAT.wav,"Gritty, distorted, and sweaty. The illegal basement party.",underground reggaeton|distorted dembow|gritty latin beat|basement party music|industrial latin|hard hitting reggaeton|street vibe|raw beat|lofi reggaeton|intense dance|dark alley music|ghetto tech latin|viral gritty sound|heavy kick|sweaty vibe,"105 BPM, B minor, industrial dembow instrumental, vibe: sweaty basement; instruments: distorted kick drums, siren noises, metallic snares, grime bass; groove: raw and aggressive; arrangement: [Intro]->[Build]->[Hard Drop]->[Grind]->[Outro]; production notes: lo-fi saturation, clipping drums, claustrophobic mix, intense energy. It's hot in here.",Industrial|Underground|Raw,"Single-subject cinematic cutout: Masked DJ, pose: adjusting a knob on a rusty mixer. Body details: wearing a bandana mask, sweat glistening. Environment: A cramped concrete basement with red emergency lights. Atmosphere: steam, smoke, graffiti. Lighting: Emergency Red + shadow. Camera: Handheld feel. Mood: raw, underground.",ALB12_T04_SEED76778,2025-12-22 08:22:47.223+00
116,116,GOLD RUSH,NEON RODEO,20,GOLD RUSH.wav,music/NEON RODEO/GOLD RUSH.wav,Greed and luxury. Metallic sounds and confident swagger.,money beat|flex music|gold aesthetic|luxury western|casino heist music|confident trap|swagger beat|rich villain music|metallic trap|heavy bling audio|vegas western|cool walk music|viral flex sound|catchy hook|bouncy trap,"130 BPM, B minor, industrial trap instrumental, vibe: greedy swagger; instruments: metallic coin sampling, gold-chain rattle, heavy brass braams, slide guitar riffs; groove: head-nodding bounce; arrangement: [Intro]->[Money Riff]->[Drop]->[Bridge]->[Drop]; production notes: bright metallic high-end, saturation on the brass, wide stereo field, feeling of expensive danger. Soundtrack for the jackpot.",Flex|Trap|Gold,"Single-subject cinematic cutout: Robot Gambler, pose: shuffling a deck of neon cards, smoking a cigar. Body details: gold-plated chassis, ruby camera eyes. Environment: A high-tech saloon poker table. Atmosphere: cigar smoke, holographic chips. Lighting: Gold + Emerald Green. Camera: Eye level. Mood: cocky, rich.",ALB10_T03_SEED33445,2025-12-22 08:22:47.223+00
132,132,VIRTUAL DIVA,PHANTOM ARIA,22,VIRTUAL DIVA.wav,music/PHANTOM ARIA/VIRTUAL DIVA.wav,"Glitchy, stuttering vocals like a corrupted hologram. Hyper-techno.",glitch opera|stutter vocal beat|hologram music|hyper techno|corrupted audio|fifth element diva vibe|alien opera music|futuristic vocal chops|fast techno beat|sci fi rave|digital distortion|viral glitch sound|high speed dance|synthetic voice|unique beat,"160 BPM, A minor, hyper-techno instrumental, vibe: system error; instruments: stuttering opera vocal samples, rapid kick drums, laser fx, arpeggiated synths; groove: frantic and bouncy; arrangement: [Intro]->[Glitch Vocal]->[Drop]->[Speed]->[Outro]; production notes: heavy use of beat-repeat effects on vocals, bright neon sound design, high energy.",Glitch|Hyper|Vocal,"Single-subject cinematic cutout: Glitching Hologram Singer, pose: mid-note, dissolving into pixels. Body details: blue translucent skin, wireframe showing through. Environment: A server room. Atmosphere: data streams, static noise. Lighting: Cyan + Magenta. Camera: Distorted lens. Mood: futuristic, unstable.",ALB31_T05_SEED56565,2025-12-22 08:22:47.223+00
91,91,BASS TEMPLE,MAINFRAME EUPHORIA,16,BASS TEMPLE.wav,music/MAINFRAME EUPHORIA/BASS TEMPLE.wav,"Worship the low end. A dark, ritualistic house track for underground clubs.",bass house|g house|gangster house|club music|shuffle dance music|deep bass|dark club vibes|fashion show music|runway beat|cool background audio|tech house|nightlife video|luxury vibe|vip aesthetic|groove,"126 BPM, D minor, Bass House instrumental, vibe: dirty gritty swagger; instruments: FM bass stabs, metallic drums, vocal chants (low pitch), siren fx; groove: swinging house rhythm with heavy groove; arrangement: [Intro]->[Build]->[Bass Drop]->[Groove]->[Outro]; production notes: mono-compatible bass, wide percussion, dry and punchy mix. Ideal for fashion/club edits.",Bass House|Club|Swagger,"Single-subject cinematic cutout: Golden robot high-priestess, pose: commanding a crowd (off-screen), expression: dominant. Outfit: Gold plating with black velvet drapes. Environment: Dark brutalist concrete club with gold lights. Atmosphere: Thick fog, gold dust particles. Lighting: Top-down spotlight, cinematic gold + black contrast. Camera: Low angle, imposing.",ALB2_T04_SEED82736,2025-12-22 08:22:47.223+00
97,97,COTTON CANDY SKY,MANIC CIRCUS,17,COTTON CANDY SKY.wav,music/MANIC CIRCUS/COTTON CANDY SKY.wav,Hyperpop/Happy Hardcore. Explosively sweet and energetic.,hyperpop circus|happy hardcore cute|kawaii circus music|sweet beat|sugar rush audio|colorful dance music|anime carnival|positive energy beat|fast happy music|rainbow aesthetic|sparkle audio|viral cute dance|energetic pop|bubblegum bass|funky melody,"160 BPM, D major, hyperpop/happy hardcore instrumental, vibe: sugar rush; instruments: bright super-saws, pitched-up vocal chops, bubble pop fx, bouncy kick; groove: fast and skipping; arrangement: [Intro]->[Build]->[Sugar Drop]->[Break]->[Drop]; production notes: very bright, candy-coated textures, excessive sidechain, pure dopamine.",Hyperpop|Happy|Cute,"Single-subject cinematic cutout: Anime Acrobat Cyborg, pose: mid-air trapeze catch. Body details: pastel pink/blue armor, ribbons trailing. Environment: A sky filled with floating candy clouds. Atmosphere: sparkles, rainbows, sunshine. Lighting: Pastel Pink + Sky Blue. Camera: Upward shot. Mood: joyful, airy.",ALB17_T04_SEED02468,2025-12-22 08:22:47.223+00
